title,type,country,release_year,rating,genres,platform
The Minimalists: Less Is Now,Movie,United States,2021,TV-14,['Documentaries'],Netflix
Unknown,Movie,"United Kingdom, Germany, France, United States",2011,PG-13,"['Action & Adventure', 'Thrillers']",Netflix
What Happened to Mr. Cha?,Movie,South Korea,2021,TV-MA,"['Comedies', 'International Movies']",Netflix
What's Eating Gilbert Grape,Movie,United States,1993,PG-13,"['Classic Movies', 'Dramas', 'Independent Movies']",Netflix
Alaska Is a Drag,Movie,United States,2017,TV-MA,"['Dramas', 'LGBTQ Movies']",Netflix
Best of Stand-Up 2020,Movie,,2020,TV-MA,['Stand-Up Comedy'],Netflix
Bobby Jasoos,Movie,India,2014,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
Chilling Adventures of Sabrina,TV Show,United States,2020,TV-14,"['TV Horror', 'TV Mysteries', 'TV Sci-Fi & Fantasy']",Netflix
Tarung Sarung,Movie,Indonesia,2020,TV-PG,"['Action & Adventure', 'Dramas', 'Faith & Spirituality']",Netflix
Too Handsome to Handle,Movie,Indonesia,2019,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
Best Leftovers Ever!,TV Show,United States,2020,TV-G,['Reality TV'],Netflix
Dare Me,TV Show,United States,2019,TV-MA,"['Crime TV Shows', 'TV Dramas', 'TV Thrillers']",Netflix
Equinox,TV Show,"Denmark, United States",2020,TV-MA,"['International TV Shows', 'TV Mysteries', 'TV Thrillers']",Netflix
SanPa: Sins of the Savior,TV Show,Italy,2020,TV-MA,"['Crime TV Shows', 'Docuseries', 'International TV Shows']",Netflix
Still Game,TV Show,United Kingdom,2018,TV-14,"['British TV Shows', 'Classic & Cult TV', 'International TV Shows']",Netflix
The Rope Curse 2,Movie,Taiwan,2020,TV-MA,"['Horror Movies', 'International Movies']",Netflix
Transformers: War for Cybertron: Earthrise,TV Show,,2020,TV-Y7,['Anime Series'],Netflix
A Love So Beautiful,TV Show,South Korea,2020,TV-PG,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Cops and Robbers,Movie,United States,2020,PG-13,['Dramas'],Netflix
Rango,Movie,"United States, Canada",2011,PG,"['Children & Family Movies', 'Comedies']",Netflix
Death to 2020,Movie,United States,2020,TV-MA,['Comedies'],Netflix
Sakho & Mangane,TV Show,Senegal,2019,TV-MA,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
DNA,Movie,"France, Algeria",2020,TV-MA,"['Dramas', 'International Movies']",Netflix
Regiment Diaries,TV Show,India,2020,TV-PG,"['Docuseries', 'International TV Shows']",Netflix
The Magic School Bus Rides Again In the Zone,Movie,Canada,2020,TV-Y,['Children & Family Movies'],Netflix
AK vs AK,Movie,India,2020,TV-MA,"['Comedies', 'Dramas', 'International Movies']",Netflix
Bridgerton,TV Show,United States,2020,TV-MA,"['Romantic TV Shows', 'TV Dramas']",Netflix
Isa Pa with Feelings,Movie,Philippines,2019,TV-G,"['International Movies', 'Romantic Movies']",Netflix
We Can Be Heroes,Movie,United States,2020,PG,"['Children & Family Movies', 'Comedies']",Netflix
Bridezilla,Movie,Indonesia,2019,TV-MA,"['Comedies', 'Dramas', 'International Movies']",Netflix
Cemara's Family,Movie,Indonesia,2018,TV-G,"['Children & Family Movies', 'Dramas', 'International Movies']",Netflix
"Hello, Love, Goodbye",Movie,Philippines,2019,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
The History of Future Folk,Movie,United States,2012,TV-14,"['Action & Adventure', 'Comedies', 'Independent Movies']",Netflix
The Midnight Sky,Movie,United States,2020,PG-13,['Dramas'],Netflix
Your Name Engraved Herein,Movie,Taiwan,2020,TV-MA,"['Dramas', 'International Movies', 'LGBTQ Movies']",Netflix
After We Collided,Movie,United States,2020,R,"['Dramas', 'Romantic Movies']",Netflix
London Hughes: To Catch a D*ck,Movie,United States,2020,TV-MA,['Stand-Up Comedy'],Netflix
Lovestruck in the City,TV Show,South Korea,2020,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
QLIMAX THE SOURCE,Movie,Netherlands,2020,TV-14,['Music & Musicals'],Netflix
Rhyme Time Town Singalongs,TV Show,United States,2020,TV-Y,"[""Kids' TV""]",Netflix
Shaun the Sheep,TV Show,"United Kingdom, Finland, Germany, United States, Australia, Japan, France, Ireland",2016,TV-Y,"['British TV Shows', ""Kids' TV"", 'TV Comedies']",Netflix
Shaun the Sheep: The Farmer’s Llamas,Movie,United Kingdom,2020,TV-Y,"['Children & Family Movies', 'Comedies']",Netflix
Timmy Time,TV Show,United Kingdom,2010,TV-Y,"['British TV Shows', ""Kids' TV""]",Netflix
"Ariana grande: excuse me, i love you",Movie,United States,2020,TV-MA,"['Documentaries', 'Music & Musicals']",Netflix
The Con Is On,Movie,"United States, United Kingdom",2018,R,['Comedies'],Netflix
Mohamed Hussein,Movie,Egypt,2019,TV-14,"['Comedies', 'International Movies']",Netflix
Rhys Nicholson Live at the Athenaeum,Movie,United Kingdom,2020,TV-MA,['Stand-Up Comedy'],Netflix
Atlas Shrugged: Part II,Movie,United States,2012,PG-13,['Dramas'],Netflix
Diamond City,TV Show,South Africa,2019,TV-MA,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
Guest House,Movie,United States,2020,R,['Comedies'],Netflix
Home for Christmas,TV Show,Norway,2020,TV-MA,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Ma Rainey's Black Bottom,Movie,United States,2020,R,"['Dramas', 'Music & Musicals']",Netflix
Ma Rainey's Black Bottom: A Legacy Brought to Screen,Movie,,2020,TV-PG,"['Documentaries', 'Music & Musicals']",Netflix
Mukhsin,Movie,Malaysia,2006,TV-PG,"['Children & Family Movies', 'Comedies', 'Dramas']",Netflix
Paava Kadhaigal,TV Show,India,2020,TV-MA,"['International TV Shows', 'TV Dramas']",Netflix
Rabun,Movie,Malaysia,2004,TV-PG,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Talentime,Movie,Malaysia,2009,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
An Unremarkable Christmas,Movie,Colombia,2020,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
Braven,Movie,Canada,2018,R,['Action & Adventure'],Netflix
Eggnoid: Love & Time Portal,Movie,Indonesia,2019,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Love You to the Stars and Back,Movie,Philippines,2017,TV-14,"['Comedies', 'International Movies', 'Romantic Movies']",Netflix
Morphle,TV Show,Netherlands,2020,TV-Y,"['British TV Shows', ""Kids' TV""]",Netflix
Run On,TV Show,South Korea,2020,TV-MA,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Sakaling Maging Tayo,Movie,Philippines,2019,TV-14,"['International Movies', 'Romantic Movies']",Netflix
Schulz Saves America,TV Show,United States,2020,TV-MA,"['Stand-Up Comedy & Talk Shows', 'TV Comedies']",Netflix
The Wedding Shaman,Movie,,2019,TV-PG,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Anitta: Made In Honório,TV Show,Brazil,2020,TV-MA,"['Docuseries', 'International TV Shows']",Netflix
BREAK IT ALL: The History of Rock in Latin America,TV Show,,2020,TV-MA,"['Docuseries', 'Spanish-Language TV Shows']",Netflix
Bwakaw,Movie,"Philippines, Canada, United Kingdom, United States",2012,TV-MA,"['Dramas', 'International Movies', 'LGBTQ Movies']",Netflix
How To Ruin Christmas,TV Show,South Africa,2020,TV-MA,"['International TV Shows', 'TV Comedies', 'TV Dramas']",Netflix
Incarnate,Movie,United States,2016,PG-13,"['Horror Movies', 'Thrillers']",Netflix
Lee Daniels' The Butler,Movie,United States,2013,PG-13,['Dramas'],Netflix
Marvel Anime: Wolverine,TV Show,"United States, Japan",2011,TV-14,"['Anime Series', 'International TV Shows']",Netflix
Marvel Anime: X-Men,TV Show,Japan,2011,TV-14,"['Anime Series', 'International TV Shows']",Netflix
Nocturnal Animals,Movie,United States,2016,R,"['Dramas', 'Thrillers']",Netflix
The Ripper,TV Show,United Kingdom,2020,TV-MA,"['British TV Shows', 'Crime TV Shows', 'Docuseries']",Netflix
Vir Das: Outside In - The Lockdown Special,Movie,India,2020,TV-MA,['Stand-Up Comedy'],Netflix
Black Ink Crew New York,TV Show,United States,2014,TV-14,['Reality TV'],Netflix
Grizzlies,Movie,Canada,2018,R,"['Dramas', 'Independent Movies', 'Sports Movies']",Netflix
Pup Academy,TV Show,United States,2020,TV-Y,"[""Kids' TV"", 'TV Comedies']",Netflix
Song Exploder,TV Show,United States,2020,TV-MA,['Docuseries'],Netflix
Teen Mom 2,TV Show,United States,2011,TV-14,['Reality TV'],Netflix
The Challenge,TV Show,United States,2006,TV-14,['Reality TV'],Netflix
The Professor and the Madman,Movie,"Ireland, France, Iceland, United States, Mexico, Belgium, United Kingdom, Hong Kong",2019,TV-14,"['Dramas', 'Independent Movies']",Netflix
A California Christmas,Movie,United States,2020,PG-13,"['Comedies', 'Romantic Movies']",Netflix
Hilda,TV Show,"United Kingdom, Canada, United States",2021,TV-Y7,"[""Kids' TV""]",Netflix
Tiny Pretty Things,TV Show,United States,2020,TV-MA,"['TV Dramas', 'TV Mysteries', 'TV Thrillers']",Netflix
The Netflix Afterparty: The Best Shows of The Worst Year,Movie,United States,2020,TV-MA,['Comedies'],Netflix
Children of Adam,TV Show,Lebanon,2020,TV-14,"['International TV Shows', 'TV Dramas', 'TV Thrillers']",Netflix
Grizzy et les Lemmings,TV Show,France,2018,TV-Y,"[""Kids' TV"", 'TV Comedies']",Netflix
A Trash Truck Christmas,Movie,,2020,TV-Y,['Children & Family Movies'],Netflix
Canvas,Movie,United States,2020,G,"['Children & Family Movies', 'Dramas']",Netflix
Giving Voice,Movie,United States,2020,PG-13,['Documentaries'],Netflix
The Mess You Leave Behind,TV Show,Spain,2020,TV-MA,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Dramas']",Netflix
The Prom,Movie,United States,2020,PG-13,"['Comedies', 'LGBTQ Movies', 'Music & Musicals']",Netflix
Torbaaz,Movie,India,2020,TV-MA,"['Dramas', 'International Movies', 'Sports Movies']",Netflix
Alice in Borderland,TV Show,Japan,2020,TV-MA,"['International TV Shows', 'TV Action & Adventure', 'TV Mysteries']",Netflix
Funny Boy,Movie,"Canada, United States",2020,TV-MA,"['Dramas', 'LGBTQ Movies']",Netflix
Futmalls.com,TV Show,,2020,TV-14,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
Just The Way You Are,Movie,Philippines,2016,TV-G,"['International Movies', 'Romantic Movies']",Netflix
She's the One,Movie,Philippines,2013,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
The Panti Sisters,Movie,Philippines,2019,TV-MA,"['Comedies', 'International Movies', 'LGBTQ Movies']",Netflix
"Kalel, 15",Movie,Philippines,2019,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Masameer Classics,TV Show,Saudi Arabia,2013,TV-14,"['International TV Shows', 'TV Comedies']",Netflix
Once Upon a Time,TV Show,Egypt,2019,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",Netflix
Rose Island,Movie,Italy,2020,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
The Big Show Show,TV Show,United States,2020,TV-G,"[""Kids' TV"", 'TV Comedies']",Netflix
The Expanding Universe of Ashley Garcia,TV Show,United States,2020,TV-PG,"[""Kids' TV"", 'TV Comedies', 'Teen TV Shows']",Netflix
The Surgeon's Cut,TV Show,United States,2020,TV-14,"['Docuseries', 'Science & Nature TV']",Netflix
André & his olive tree,Movie,Singapore,2020,TV-PG,"['Documentaries', 'International Movies']",Netflix
Bobbleheads The Movie,Movie,United States,2020,PG,"['Children & Family Movies', 'Comedies']",Netflix
Emicida: AmarElo - It’s All For Yesterday,Movie,Brazil,2020,TV-MA,"['Documentaries', 'International Movies', 'Music & Musicals']",Netflix
Juman,TV Show,Kuwait,2019,TV-PG,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",Netflix
Mr. Iglesias,TV Show,United States,2020,TV-14,"['TV Comedies', 'Teen TV Shows']",Netflix
Spirit Riding Free: Ride Along Adventure,Movie,United States,2020,TV-Y7,['Children & Family Movies'],Netflix
Super Monsters: Santa’s Super Monster Helpers,Movie,,2020,TV-Y,['Children & Family Movies'],Netflix
Triple 9,Movie,United States,2016,R,"['Dramas', 'Thrillers']",Netflix
100 Days My Prince,TV Show,South Korea,2018,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",Netflix
Ava,Movie,United States,2020,R,"['Action & Adventure', 'Dramas']",Netflix
Manhunt: Deadly Games,TV Show,,2020,TV-14,"['Crime TV Shows', 'TV Dramas', 'TV Mysteries']",Netflix
Room 2806: The Accusation,TV Show,France,2020,TV-MA,"['Crime TV Shows', 'Docuseries', 'International TV Shows']",Netflix
Detention,TV Show,Taiwan,2020,TV-MA,"['International TV Shows', 'TV Dramas', 'TV Horror']",Netflix
Mighty Express: A Mighty Christmas,Movie,Canada,2020,TV-Y,['Children & Family Movies'],Netflix
Bhaag Beanie Bhaag,TV Show,India,2020,TV-MA,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Big Mouth,TV Show,United States,2020,TV-MA,['TV Comedies'],Netflix
Captain Underpants Mega Blissmas,Movie,United States,2020,TV-Y7,"['Children & Family Movies', 'Comedies']",Netflix
Christmas Crossfire,Movie,Germany,2020,TV-MA,"['Comedies', 'International Movies', 'Thrillers']",Netflix
Kings of Jo'Burg,TV Show,South Africa,2020,TV-MA,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
Leyla Everlasting,Movie,Turkey,2020,TV-MA,"['Comedies', 'International Movies']",Netflix
MANK,Movie,United States,2020,R,"['Dramas', 'Independent Movies']",Netflix
The Great British Baking Show: Holidays,TV Show,,2020,TV-MA,"['British TV Shows', 'Reality TV']",Netflix
You Are My Home,Movie,United States,2020,TV-PG,"['Children & Family Movies', 'Dramas']",Netflix
Between Maybes,Movie,Philippines,2019,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Break,Movie,"France, Belgium",2018,TV-MA,"['Comedies', 'Dramas', 'International Movies']",Netflix
Chico Bon Bon and the Very Berry Holiday,Movie,,2020,TV-Y,['Children & Family Movies'],Netflix
Just Another Christmas,Movie,Brazil,2020,TV-MA,"['Comedies', 'International Movies']",Netflix
Must Be... Love,Movie,Philippines,2013,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
Alien Worlds,TV Show,United Kingdom,2020,TV-PG,"['British TV Shows', 'Docuseries', 'International TV Shows']",Netflix
Ari Eldjárn: Pardon My Icelandic,Movie,Iceland,2020,TV-MA,['Stand-Up Comedy'],Netflix
Check The Store Next Door: The Next Chapter,TV Show,Indonesia,2020,TV-14,"['International TV Shows', 'TV Comedies', 'TV Dramas']",Netflix
Fierce,Movie,Poland,2020,TV-MA,"['Comedies', 'Dramas', 'International Movies']",Netflix
Hazel Brugger: Tropical,Movie,Germany,2020,TV-MA,['Stand-Up Comedy'],Netflix
3 Days to Kill,Movie,"United States, France, Serbia",2014,PG-13,['Action & Adventure'],Netflix
Angela's Christmas Wish,Movie,United States,2020,TV-Y,['Children & Family Movies'],Netflix
Angels & Demons,Movie,"United States, Italy",2009,PG-13,['Thrillers'],Netflix
Are You The One,TV Show,United States,2014,TV-14,['Reality TV'],Netflix
Chef,Movie,United States,2014,R,"['Comedies', 'Independent Movies']",Netflix
Effie Gray,Movie,United Kingdom,2014,PG-13,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Gormiti,TV Show,"Spain, Italy",2018,TV-Y,"[""Kids' TV""]",Netflix
Ink Master,TV Show,United States,2012,TV-14,['Reality TV'],Netflix
Monster House,Movie,United States,2006,PG,"['Children & Family Movies', 'Comedies']",Netflix
Natalie Palamides: Nate - A One Man Show,Movie,United States,2020,TV-MA,['Comedies'],Netflix
Octonauts,TV Show,"United States, Ireland, United Kingdom, India",2015,TV-Y,"['British TV Shows', ""Kids' TV""]",Netflix
Oddbods,TV Show,"United Kingdom, Singapore",2017,TV-Y,"[""Kids' TV"", 'TV Comedies']",Netflix
Peppermint,Movie,"Hong Kong, United States",2018,R,['Action & Adventure'],Netflix
Quigley Down Under,Movie,"Australia, United States",1990,PG-13,['Action & Adventure'],Netflix
Stargate SG-1,TV Show,"United States, Canada",2006,TV-MA,"['Classic & Cult TV', 'TV Action & Adventure', 'TV Sci-Fi & Fantasy']",Netflix
The Bachelorette,TV Show,United States,2010,TV-14,"['Reality TV', 'Romantic TV Shows']",Netflix
The Da Vinci Code,Movie,"United States, Malta, France, United Kingdom",2006,PG-13,['Thrillers'],Netflix
The Guest,TV Show,South Korea,2018,TV-14,"['International TV Shows', 'TV Horror', 'TV Mysteries']",Netflix
The Happytime Murders,Movie,"United States, China, Canada",2018,R,"['Action & Adventure', 'Comedies']",Netflix
The Holiday Movies That Made Us,TV Show,United States,2020,TV-PG,['Docuseries'],Netflix
The Repair Shop,TV Show,United Kingdom,2018,TV-PG,"['British TV Shows', 'Reality TV']",Netflix
U-Turn,Movie,Philippines,2020,TV-MA,"['Horror Movies', 'International Movies']",Netflix
Finding Agnes,Movie,Philippines,2020,TV-PG,"['Dramas', 'International Movies']",Netflix
Rust Creek,Movie,United States,2018,R,['Thrillers'],Netflix
Spookley and the Christmas Kittens,Movie,United States,2019,TV-Y,['Children & Family Movies'],Netflix
The 2nd,Movie,United States,2020,TV-MA,['Action & Adventure'],Netflix
The Uncanny Counter,TV Show,South Korea,2020,TV-14,"['International TV Shows', 'TV Action & Adventure', 'TV Dramas']",Netflix
A Go! Go! Cory Carson Christmas,Movie,United States,2020,TV-Y,['Children & Family Movies'],Netflix
Dance Dreams: Hot Chocolate Nutcracker,Movie,United States,2020,TV-PG,"['Children & Family Movies', 'Documentaries']",Netflix
Don’t Listen,Movie,Spain,2020,TV-MA,"['Horror Movies', 'International Movies']",Netflix
Fabulous Lives of Bollywood Wives,TV Show,India,2020,TV-MA,"['International TV Shows', 'Reality TV']",Netflix
Heartbreak High,TV Show,Australia,1999,TV-14,"['International TV Shows', 'TV Dramas', 'Teen TV Shows']",Netflix
Over Christmas,TV Show,Germany,2020,TV-MA,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Sugar Rush Christmas,TV Show,United States,2020,TV-14,['Reality TV'],Netflix
The Beast,Movie,Italy,2020,TV-MA,"['Action & Adventure', 'International Movies']",Netflix
The Call,Movie,South Korea,2020,TV-MA,"['International Movies', 'Thrillers']",Netflix
Fantastica,Movie,Philippines,2018,TV-PG,"['Comedies', 'International Movies', 'LGBTQ Movies']",Netflix
Larry the Cable Guy: Remain Seated,Movie,United States,2020,TV-14,['Stand-Up Comedy'],Netflix
Mosul,Movie,United States,2020,TV-MA,"['Action & Adventure', 'Dramas', 'International Movies']",Netflix
Unexpectedly Yours,Movie,Philippines,2017,TV-14,"['Comedies', 'International Movies', 'Romantic Movies']",Netflix
Ghosts of War,Movie,United Kingdom,2020,R,['Horror Movies'],Netflix
Great Pretender,TV Show,Japan,2020,TV-MA,"['Anime Series', 'Crime TV Shows', 'International TV Shows']",Netflix
Shawn Mendes: Live in Concert,Movie,"United Kingdom, United States",2020,TV-PG,['Music & Musicals'],Netflix
The Christmas Chronicles: Part Two,Movie,Canada,2020,PG,"['Children & Family Movies', 'Comedies']",Netflix
Andhaghaaram,Movie,,2020,TV-14,"['Horror Movies', 'International Movies', 'Thrillers']",Netflix
Andhakaaram,Movie,India,2020,TV-14,"['Horror Movies', 'International Movies', 'Thrillers']",Netflix
Before 30,TV Show,Nigeria,2015,TV-MA,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Dragons: Rescue Riders: Huttsgalor Holiday,Movie,United States,2020,TV-Y,"['Children & Family Movies', 'Comedies']",Netflix
Hillbilly Elegy,Movie,United States,2020,R,['Dramas'],Netflix
Notes for My Son,Movie,Argentina,2020,TV-MA,"['Dramas', 'International Movies']",Netflix
Valentino,TV Show,Egypt,2020,TV-14,"['International TV Shows', 'TV Comedies', 'TV Dramas']",Netflix
Hard Kill,Movie,United States,2020,R,['Action & Adventure'],Netflix
Shawn Mendes: In Wonder,Movie,United States,2020,TV-MA,"['Documentaries', 'Music & Musicals']",Netflix
Strongest Deliveryman,TV Show,South Korea,2017,TV-MA,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",Netflix
The Suit,Movie,Egypt,2018,TV-14,"['Action & Adventure', 'Comedies', 'International Movies']",Netflix
Dolly Parton’s Christmas on the Square,Movie,United States,2020,TV-PG,"['Children & Family Movies', 'Music & Musicals']",Netflix
Machete Kills,Movie,"United States, Russia",2013,R,['Action & Adventure'],Netflix
40 Sticks,Movie,Kenya,2019,TV-14,"['International Movies', 'Thrillers']",Netflix
Alien Xmas,Movie,United States,2020,TV-Y,['Children & Family Movies'],Netflix
Flavorful Origins,TV Show,China,2020,TV-G,"['Docuseries', 'International TV Shows']",Netflix
Heart & Soul,TV Show,,2019,TV-14,"['International TV Shows', 'TV Dramas']",Netflix
If Anything Happens I Love You,Movie,United States,2020,PG,['Dramas'],Netflix
Mismatched,TV Show,India,2020,TV-MA,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
The App That Stole Christmas,Movie,United States,2020,TV-PG,"['Children & Family Movies', 'Comedies']",Netflix
Voices of Fire,TV Show,United States,2020,TV-PG,"['Docuseries', 'Reality TV']",Netflix
Black Friday,Movie,India,2004,TV-MA,"['Dramas', 'International Movies']",Netflix
Bodyguard,Movie,India,2011,TV-14,"['Action & Adventure', 'Comedies', 'International Movies']",Netflix
Break Ke Baad,Movie,India,2010,TV-14,"['Comedies', 'International Movies', 'Music & Musicals']",Netflix
Hawaizaada,Movie,India,2015,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
My Amnesia Girl,Movie,Philippines,2010,TV-14,"['International Movies', 'Romantic Movies']",Netflix
Raman Raghav 2.0,Movie,India,2016,TV-MA,"['International Movies', 'Thrillers']",Netflix
Singham,Movie,India,2011,TV-14,"['Action & Adventure', 'Dramas', 'International Movies']",Netflix
TE3N,Movie,India,2016,TV-14,"['Dramas', 'International Movies', 'Thrillers']",Netflix
The Princess Switch: Switched Again,Movie,United States,2020,TV-G,"['Children & Family Movies', 'Comedies', 'Dramas']",Netflix
Three Words to Forever,Movie,Philippines,2018,TV-G,"['Comedies', 'Dramas', 'International Movies']",Netflix
Well Done Abba,Movie,India,2009,TV-14,"['Comedies', 'International Movies']",Netflix
Holiday Home Makeover with Mr. Christmas,TV Show,United States,2020,TV-G,['Reality TV'],Netflix
Ainu Mosir,Movie,"United States, Japan",2020,TV-PG,"['Dramas', 'International Movies']",Netflix
Kevin Hart: Zero F**ks Given,Movie,United States,2020,TV-MA,['Stand-Up Comedy'],Netflix
The Boss Baby: Back in Business,TV Show,United States,2020,TV-Y7,"[""Kids' TV"", 'TV Comedies']",Netflix
We Are the Champions,TV Show,United States,2020,TV-MA,"['Docuseries', 'Reality TV']",Netflix
Loving,Movie,"United Kingdom, United States",2016,PG-13,"['Dramas', 'Romantic Movies']",Netflix
Whose Streets?,Movie,United States,2017,R,['Documentaries'],Netflix
A Very Country Christmas,Movie,"United States, Canada",2017,TV-G,"['Music & Musicals', 'Romantic Movies']",Netflix
America's Next Top Model,TV Show,United States,2013,TV-14,['Reality TV'],Netflix
Beyblade Burst Rise,TV Show,Japan,2019,TV-Y,"['Anime Series', ""Kids' TV""]",Netflix
Cloudy with a Chance of Meatballs 2,Movie,United States,2013,PG,"['Children & Family Movies', 'Comedies']",Netflix
Hometown Holiday,Movie,Canada,2018,TV-G,['Romantic Movies'],Netflix
Polly Pocket,TV Show,"Canada, United States, Ireland",2021,TV-Y,"[""Kids' TV""]",Netflix
Survivor,TV Show,United States,2014,TV-14,['Reality TV'],Netflix
The Crown,TV Show,"United Kingdom, United States",2020,TV-MA,"['British TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
White Christmas,Movie,United States,1954,TV-G,"['Children & Family Movies', 'Classic Movies', 'Comedies']",Netflix
Killer Cove,Movie,United States,2019,TV-14,['Thrillers'],Netflix
American Horror Story,TV Show,United States,2019,TV-MA,"['TV Horror', 'TV Mysteries', 'TV Thrillers']",Netflix
Fukrey Boyzzz: Space Mein Fukrapanti,Movie,India,2020,TV-Y7,"['Children & Family Movies', 'Comedies']",Netflix
Jingle Jangle: A Christmas Journey,Movie,United States,2020,PG,"['Children & Family Movies', 'Music & Musicals']",Netflix
The Beginning of Life 2: Outside,Movie,Brazil,2020,TV-PG,"['Documentaries', 'International Movies']",Netflix
The Life Ahead,Movie,Italy,2020,PG-13,"['Dramas', 'International Movies']",Netflix
The Minions of Midas,TV Show,Spain,2020,TV-MA,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",Netflix
A Very Special Love,Movie,Philippines,2008,TV-G,"['International Movies', 'Romantic Movies']",Netflix
Ethos,TV Show,Turkey,2020,TV-MA,"['International TV Shows', 'TV Dramas']",Netflix
First Love,Movie,Philippines,2018,TV-MA,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Fruitvale Station,Movie,United States,2013,R,"['Dramas', 'Independent Movies']",Netflix
Graceful Friends,TV Show,South Korea,2020,TV-MA,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
Ludo,Movie,India,2020,TV-MA,"['Comedies', 'Dramas', 'International Movies']",Netflix
Memories of a Teenager,Movie,Argentina,2019,TV-MA,"['Dramas', 'International Movies', 'LGBTQ Movies']",Netflix
Prom Night,Movie,"United States, Canada",2008,PG-13,['Horror Movies'],Netflix
A Queen Is Born,TV Show,Brazil,2020,TV-14,"['International TV Shows', 'Reality TV']",Netflix
Aunty Donna's Big Ol' House of Fun,TV Show,Australia,2020,TV-MA,['TV Comedies'],Netflix
The Liberator,TV Show,United States,2020,TV-MA,"['TV Action & Adventure', 'TV Dramas']",Netflix
Trial 4,TV Show,United States,2020,TV-MA,"['Crime TV Shows', 'Docuseries']",Netflix
We Are All For The Fatherland,Movie,"Lebanon, Canada, France",1979,TV-14,"['Documentaries', 'International Movies']",Netflix
What We Wanted,Movie,Austria,2020,TV-MA,"['Dramas', 'International Movies']",Netflix
A Lion in the House,TV Show,United States,2006,TV-14,['TV Shows'],Netflix
DASH & LILY,TV Show,United States,2020,TV-14,"['Romantic TV Shows', 'TV Comedies', 'TV Dramas']",Netflix
Bakugan: Armored Alliance,TV Show,,2020,TV-Y7,"['Anime Series', ""Kids' TV""]",Netflix
Bakugan: Battle Planet,TV Show,"Japan, Canada, United States",2018,TV-PG,"['Anime Series', ""Kids' TV""]",Netflix
Citation,Movie,Nigeria,2020,TV-MA,"['Dramas', 'International Movies']",Netflix
Country Ever After,TV Show,United States,2020,TV-PG,['Reality TV'],Netflix
Girl's Revenge,Movie,Taiwan,2020,TV-MA,"['Dramas', 'International Movies']",Netflix
The Endless Trench,Movie,"Spain, France, Canada",2019,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
The Late Bloomer,Movie,United States,2016,R,['Comedies'],Netflix
Wrong Kind of Black,TV Show,Australia,2018,TV-MA,"['International TV Shows', 'TV Comedies', 'TV Dramas']",Netflix
A New York Christmas Wedding,Movie,United States,2020,TV-MA,"['Dramas', 'LGBTQ Movies', 'Romantic Movies']",Netflix
Alone/Together,Movie,Philippines,2019,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Carmel: Who Killed Maria Marta?,TV Show,Argentina,2020,TV-14,"['Crime TV Shows', 'Docuseries', 'International TV Shows']",Netflix
Midnight at the Magnolia,Movie,Canada,2020,TV-G,"['Comedies', 'Romantic Movies']",Netflix
